AnimalID;Feature1;Feature2;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color
A679621;A67;67;Julie;30/08/2014 19:04;Adoption;;Dog;Spayed Female;2 years;German Shepherd Mix;Brown/Black
A679622;A67;67;;25/05/2014 17:34;Transfer;SCRP;Cat;Intact Female;5 months;Domestic Shorthair Mix;Tortie/Black
A679629;A67;67;Night Fury;11/06/2014 16:15;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black
A679630;A67;67;Bella;24/05/2014 14:06;Died;;Dog;Spayed Female;10 months;Chihuahua Longhair Mix;White
A679631;A67;67;Callie;14/07/2014 18:08;Euthanasia;Suffering;Cat;Spayed Female;12 years;Domestic Longhair Mix;Tortie
A679632;A67;67;;24/05/2014 14:06;Transfer;Partner;Dog;Intact Female;5 months;Labrador Retriever Mix;Black/White
A679634;A67;67;Blue;27/05/2014 13:38;Return_to_owner;;Dog;Intact Male;4 years;Boston Terrier Mix;Blue/White
A679635;A67;67;;25/05/2014 17:31;Transfer;SCRP;Cat;Unknown;3 months;Domestic Shorthair Mix;Brown Tabby
A679639;A67;67;;25/05/2014 17:28;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Shorthair Mix;Black
A679640;A67;67;Petey;31/05/2014 18:38;Adoption;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Yellow
A679641;A67;67;Calla;27/05/2014 17:29;Transfer;Partner;Cat;Intact Female;4 weeks;Siamese Mix;Flame Point
A679642;A67;67;Cotton;27/05/2014 17:29;Transfer;Partner;Cat;Intact Male;4 weeks;Siamese Mix;Flame Point
A679649;A67;67;;25/05/2014 17:42;Transfer;SCRP;Cat;Intact Female;3 months;Domestic Shorthair Mix;Brown Tabby
A679650;A67;67;;24/05/2014 14:05;Transfer;Partner;Dog;Intact Female;1 month;Chihuahua Shorthair Mix;White
A679651;A67;67;Boogie;17/06/2014 16:35;Adoption;;Dog;Neutered Male;6 months;Chihuahua Shorthair Mix;Tan/White
A679653;A67;67;;28/05/2014 17:29;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Blue
A679654;A67;67;Kuppuru;19/10/2014 10:54;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Orange Tabby
A679655;A67;67;;24/05/2014 15:31;Euthanasia;Suffering;Cat;Neutered Male;2 years;Domestic Shorthair Mix;White/Orange
A679663;A67;67;;17/06/2014 13:46;Adoption;;Dog;Spayed Female;1 month;German Shepherd Mix;Black/Brown
A679664;A67;67;;17/06/2014 13:19;Transfer;Partner;Dog;Spayed Female;1 month;German Shepherd Mix;Black/Brown
A679665;A67;67;;17/06/2014 13:21;Transfer;Partner;Dog;Spayed Female;1 month;German Shepherd Mix;Black/Brown
A679667;A67;67;;17/06/2014 13:22;Transfer;Partner;Dog;Neutered Male;1 month;German Shepherd Mix;Black/Brown
A679668;A67;67;Mickey;26/12/2014 18:06;Return_to_owner;;Dog;Neutered Male;1 year;Pit Bull/German Shepherd;Brown/White
A679670;A67;67;Preston;10/10/2014 15:20;Transfer;Partner;Dog;Neutered Male;3 years;Plott Hound Mix;Brown Brindle
A679671;A67;67;;24/05/2014 17:06;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Brown Tabby
A679673;A67;67;;24/05/2014 17:08;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Calico
A679675;A67;67;Luna;14/06/2014 12:56;Transfer;Partner;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Calico
A679683;A67;67;Cooper;02/06/2014 18:18;Adoption;;Dog;Neutered Male;2 years;Beagle/Manchester Terrier;Black/White
A679686;A67;67;Fluff;05/08/2014 12:02;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
A679688;A67;67;Candy;18/12/2015 12:39;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;Blue
A679690;A67;67;;24/05/2014 18:53;Transfer;Partner;Dog;Intact Male;2 months;Golden Retriever Mix;Gold
A679693;A67;67;;25/06/2014 12:05;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Lynx Point
A679694;A67;67;Emma;21/06/2014 15:18;Adoption;;Cat;Intact Female;1 month;Domestic Shorthair Mix;White/Brown Tabby
A679695;A67;67;Dasher;06/07/2014 11:47;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
A679699;A67;67;Jake;01/06/2014 17:20;Adoption;;Dog;Neutered Male;3 years;Jack Russell Terrier Mix;White/Tan
A679702;A67;67;;30/06/2014 18:49;Adoption;Foster;Dog;Spayed Female;2 months;Australian Shepherd Mix;Black/White
A679703;A67;67;Hazel;01/07/2014 14:10;Adoption;Foster;Dog;Spayed Female;2 months;Australian Shepherd Mix;Tricolor
A679704;A67;67;;25/05/2014 15:05;Transfer;Partner;Dog;Intact Male;1 month;Chihuahua Shorthair Mix;Brown
A679707;A67;67;;08/06/2014 12:18;Died;Enroute;Cat;Intact Female;3 years;Domestic Shorthair Mix;Black/White
A679710;A67;67;Boscoe;11/06/2014 15:02;Adoption;;Dog;Neutered Male;5 months;Border Collie Mix;Black/White
A679711;A67;67;Max;04/06/2014 13:36;Return_to_owner;;Dog;Neutered Male;14 years;Australian Cattle Dog/German Shepherd;Brown
A679712;A67;67;Lolly;21/09/2014 14:43;Transfer;Partner;Dog;Spayed Female;5 months;Labrador Retriever Mix;Chocolate
A679716;A67;67;;29/05/2014 18:52;Adoption;;Dog;Neutered Male;2 months;Boxer/Black Mouth Cur;Tan/White
A679719;A67;67;;17/06/2014 13:22;Transfer;Partner;Dog;Spayed Female;1 month;German Shepherd Mix;Black/Brown
A679721;A67;67;Poppy;29/05/2014 17:43;Adoption;;Dog;Neutered Male;5 years;Chihuahua Shorthair Mix;Tan/White
A679722;A67;67;;01/06/2014 14:52;Transfer;Partner;Cat;Intact Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
A679723;A67;67;;01/06/2014 14:52;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A679724;A67;67;;01/06/2014 14:52;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black/White
A679725;A67;67;;01/06/2014 14:53;Transfer;Partner;Cat;Intact Female;2 months;Domestic Shorthair Mix;White
A679726;A67;67;Young Blood;27/12/2014 17:23;Adoption;;Cat;Spayed Female;3 years;Domestic Shorthair Mix;White
A679727;A67;67;Whiskey;29/05/2014 18:00;Return_to_owner;;Dog;Neutered Male;1 year;German Shepherd Mix;Sable
A679728;A67;67;Jojo;16/06/2014 12:46;Transfer;Partner;Cat;Spayed Female;3 years;Domestic Shorthair Mix;White
A679729;A67;67;Tiger;06/10/2014 14:13;Adoption;;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Brown Tabby
A679731;A67;67;Iggy;16/06/2014 17:39;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White
A679732;A67;67;Cotton;18/06/2014 14:18;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White
A679734;A67;67;;25/05/2014 13:44;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Brown Tabby
A679735;A67;67;;28/05/2014 13:20;Transfer;SCRP;Cat;Unknown;3 years;Domestic Shorthair Mix;Blue Tabby
A679737;A67;67;;26/05/2014 18:12;Transfer;SCRP;Cat;Unknown;1 year;Domestic Medium Hair Mix;Black/White
A679738;A67;67;Max;07/08/2014 11:19;Died;In Foster;Dog;Intact Male;7 months;Chihuahua Shorthair Mix;Brown Brindle
A679739;A67;67;Sassafrass;01/06/2014 14:16;Adoption;;Dog;Spayed Female;10 months;Boxer/Pit Bull;Brown Brindle/White
A679741;A67;67;;26/05/2014 16:55;Transfer;Partner;Dog;Intact Female;2 months;Catahoula Mix;Tan/White
A679743;A67;67;;26/05/2014 16:55;Transfer;Partner;Dog;Intact Male;2 months;Catahoula Mix;Tan/White
A679744;A67;67;;25/05/2014 15:55;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Brown Tabby
A679749;A67;67;;17/06/2014 13:23;Transfer;Partner;Dog;Spayed Female;1 month;German Shepherd Mix;Black/Tan
A679750;A67;67;Shotzy;09/10/2014 16:38;Return_to_owner;;Dog;Spayed Female;5 years;Weimaraner Mix;Chocolate
A679751;A67;67;Arwen;12/07/2014 13:02;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Calico
A679752;A67;67;Patches;12/07/2014 20:26;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;White/Brown Tabby
A679753;A67;67;Slider;04/06/2014 14:16;Transfer;Partner;Dog;Spayed Female;10 months;Labrador Retriever Mix;Tan
A679754;A67;67;Davey;12/08/2014 15:27;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Cream Tabby
A679755;A67;67;Maddie;12/08/2014 15:27;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Blue Tabby
A679758;A67;67;Bebe;29/05/2014 17:50;Adoption;;Dog;Spayed Female;5 months;Miniature Poodle Mix;White
A679763;A67;67;;25/05/2014 16:43;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Silver Tabby
A679765;A67;67;Frio;29/05/2014 17:36;Return_to_owner;;Dog;Neutered Male;3 years;Beagle Mix;Tricolor
A679766;A67;67;Little Girl;27/05/2014 11:19;Return_to_owner;;Dog;Intact Female;1 year;Anatol Shepherd;Tan/Black
A679767;A67;67;;29/05/2014 18:50;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Calico
A679769;A67;67;Possum;04/06/2014 12:17;Transfer;Partner;Dog;Neutered Male;1 year;Pekingese/Pug;White/Red Tick
A679770;A67;67;Carl;11/09/2014 17:50;Adoption;;Dog;Neutered Male;1 year;Pit Bull Mix;Tan/White
A679773;A67;67;Minnie Mouse;29/05/2014 18:59;Return_to_owner;;Dog;Spayed Female;8 years;Yorkshire Terrier Mix;Gray/Tan
A679774;A67;67;Ginger;27/05/2014 13:18;Return_to_owner;;Dog;Spayed Female;8 years;Labrador Retriever;Tan/White
A679775;A67;67;Mocha;27/05/2014 13:13;Return_to_owner;;Dog;Intact Female;4 years;Boxer Mix;Brown/White
A679777;A67;67;Mozart;08/07/2014 15:28;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
A679780;A67;67;Lory;27/05/2014 17:29;Transfer;Partner;Cat;Intact Female;4 weeks;Siamese Mix;Calico Point
A679781;A67;67;Scout;20/06/2014 15:04;Adoption;;Cat;Intact Male;1 month;Domestic Shorthair Mix;Blue Tabby
A679782;A67;67;Sunshine;02/07/2014 14:39;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Blue Tabby
A679785;A67;67;Ivy;29/06/2014 12:08;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A679787;A67;67;Molly;01/07/2014 12:15;Adoption;;Cat;Spayed Female;2 months;Domestic Longhair Mix;Torbie
A679788;A67;67;Koda;26/05/2014 18:03;Return_to_owner;;Dog;Intact Male;4 months;Labrador Retriever Mix;Black
A679790;A67;67;Blue;30/05/2014 18:47;Adoption;;Dog;Neutered Male;1 year;Miniature Schnauzer Mix;Gray/White
A679791;A67;67;Jemina;30/05/2014 15:17;Transfer;Partner;Dog;Intact Female;1 year;Lhasa Apso/Shih Tzu;White/Tan
A679792;A67;67;;26/05/2014 15:00;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Black
A679793;A67;67;;26/05/2014 15:01;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Blue
A679794;A67;67;Bella;26/05/2014 17:54;Return_to_owner;;Dog;Spayed Female;5 years;Shetland Sheepdog Mix;Sable/White
A679796;A67;67;James;27/05/2014 17:16;Euthanasia;Suffering;Cat;Intact Male;17 years;Domestic Shorthair Mix;Black
A679805;A67;67;Bentley;28/05/2014 16:17;Return_to_owner;;Dog;Neutered Male;10 years;Pug Mix;Sable/Tan
A679811;A67;67;;08/06/2014 12:19;Died;In Kennel;Cat;Intact Female;2 years;Domestic Shorthair Mix;Blue Tabby/White
A679814;A67;67;Stripes;08/07/2014 17:38;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A679815;A67;67;Lulu;31/05/2014 13:57;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black
A679816;A67;67;Iris;31/05/2014 13:56;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black
A679817;A67;67;Ruby;31/05/2014 13:56;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black
A679829;A67;67;Abbey;30/05/2014 16:39;Return_to_owner;;Dog;Spayed Female;4 years;Shih Tzu Mix;White/Black
A679834;A67;67;;31/05/2014 18:18;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Torbie
A679835;A67;67;Lola;06/10/2014 17:53;Adoption;;Dog;Spayed Female;7 years;Labrador Retriever Mix;Black/White
A679836;A67;67;Chloe;30/05/2014 16:39;Return_to_owner;;Dog;Intact Female;2 years;Shih Tzu Mix;White/Tan
A679838;A67;67;Stitch;15/06/2014 15:28;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Blue/White
A679840;A67;67;;01/06/2014 17:58;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair/Cardigan Welsh Corgi;Tan/White
A679841;A67;67;Tidus;27/05/2014 16:38;Return_to_owner;;Dog;Intact Male;5 years;Siberian Husky Mix;Red/White
A679842;A67;67;Sweetie;31/05/2014 17:26;Return_to_owner;;Dog;Spayed Female;8 years;Chihuahua Shorthair/Chinese Sharpei;Tan/White
A679843;A67;67;;28/05/2014 15:52;Transfer;SCRP;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Orange Tabby
A679845;A67;67;;03/06/2014 11:56;Transfer;Partner;Dog;Neutered Male;3 years;Chihuahua Shorthair Mix;Tan/White
A679846;A67;67;;03/06/2014 12:19;Transfer;Partner;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Black/White
A679850;A67;67;Diamond;11/06/2014 11:20;Transfer;Partner;Dog;Intact Female;6 months;Pit Bull Mix;Brown
A679852;A67;67;;01/06/2014 14:53;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
A679853;A67;67;;01/06/2014 14:54;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Brown Tabby
A679855;A67;67;Rocky;06/07/2014 13:48;Transfer;Partner;Dog;Neutered Male;10 years;Australian Cattle Dog/Beagle;Sable
A679856;A67;67;Lucy;05/07/2014 16:43;Adoption;;Dog;Spayed Female;9 months;Miniature Schnauzer/Miniature Poodle;Buff/Brown
A679857;A67;67;;28/05/2014 19:21;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Medium Hair Mix;Blue
A679861;A67;67;Taz;05/06/2014 17:45;Return_to_owner;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Tortie
A679862;A67;67;Whiskers;19/06/2014 14:34;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Blue
A679864;A67;67;Toby;14/06/2014 13:00;Transfer;Partner;Cat;Neutered Male;4 years;Domestic Shorthair Mix;Orange Tabby
A679865;A67;67;Ruger;27/05/2014 18:16;Return_to_owner;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Black
A679867;A67;67;Ladybird;06/06/2014 11:26;Return_to_owner;;Dog;Spayed Female;5 years;Pit Bull Mix;Yellow Brindle/White
A679868;A67;67;Tiger Lily;06/12/2014 13:39;Adoption;Foster;Dog;Spayed Female;11 months;Boxer Mix;White/Brown Brindle
A679869;A67;67;Edith;20/06/2014 13:46;Adoption;;Dog;Spayed Female;7 years;Beagle Mix;Black/Tan
A679871;A67;67;Cindy;05/06/2014 18:57;Adoption;;Cat;Spayed Female;4 years;Maine Coon Mix;Brown Tabby/White
A679873;A67;67;Red;07/04/2015 18:51;Return_to_owner;;Dog;Spayed Female;1 year;Yorkshire Terrier Mix;Tan
A679880;A67;67;Tito;31/05/2014 18:44;Adoption;;Dog;Neutered Male;2 months;Boxer Mix;Tan/Black
A679881;A67;67;Thurgood;06/09/2015 14:49;Adoption;;Dog;Neutered Male;5 years;Australian Shepherd Mix;Black/Brown
A679886;A67;67;Layla;09/10/2014 12:44;Adoption;Foster;Dog;Spayed Female;8 years;Miniature Pinscher/Chihuahua Shorthair;Brown
A679892;A67;67;Domino;16/06/2014 12:18;Transfer;Partner;Dog;Neutered Male;1 year;Pointer Mix;White/Black
A679893;A67;67;;03/06/2014 12:22;Transfer;Partner;Dog;Neutered Male;3 months;Pointer Mix;Black/White
A679894;A67;67;;03/06/2014 12:23;Transfer;Partner;Dog;Spayed Female;3 months;Pointer Mix;Brown/White
A679895;A67;67;;30/05/2014 08:00;Transfer;SCRP;Cat;Intact Male;3 years;Domestic Shorthair Mix;Black/White
A679896;A67;67;;07/06/2014 14:16;Euthanasia;Suffering;Cat;Intact Female;1 month;Domestic Shorthair Mix;Brown Tabby
A679900;A67;67;Irwin;30/05/2014 08:16;Return_to_owner;;Dog;Neutered Male;8 years;Chihuahua Shorthair Mix;Tan/White
A679907;A67;67;Oliver;28/05/2014 17:31;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;Orange Tabby/White
A679908;A67;67;Rosalind;13/07/2014 18:58;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Longhair Mix;Tortie/White
A679911;A67;67;Barnabas;13/07/2014 17:42;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A679915;A67;67;Luna;01/06/2014 17:48;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black/White
A679916;A67;67;Jacks;11/06/2014 15:50;Adoption;;Dog;Neutered Male;3 years;German Shepherd Mix;Brown/Black
A679917;A67;67;Mo Mo;21/06/2014 14:57;Adoption;;Dog;Spayed Female;1 year;Anatol Shepherd Mix;Cream
A679918;A67;67;Appa;21/06/2014 16:30;Adoption;;Dog;Neutered Male;1 year;Anatol Shepherd Mix;Cream
A679920;A67;67;;28/05/2014 17:09;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby
A679921;A67;67;Smokey;28/08/2014 17:19;Return_to_owner;;Cat;Neutered Male;4 months;Russian Blue Mix;Blue
A679923;A67;67;Tifa;14/07/2014 18:09;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Brown Tabby
A679924;A67;67;Sprout;01/07/2014 14:30;Adoption;Foster;Cat;Spayed Female;1 month;Domestic Shorthair Mix;Calico
A679927;A67;67;Onion;01/07/2014 14:32;Adoption;Foster;Cat;Spayed Female;1 month;Domestic Shorthair Mix;Black/White
A679928;A67;67;Amarillo;17/07/2014 17:22;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black
A679930;A67;67;Dallas;01/06/2014 13:19;Died;In Kennel;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black
A679931;A67;67;Salsa;12/07/2014 20:48;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black/White
A679933;A67;67;Watson;18/06/2014 17:01;Adoption;Foster;Cat;Neutered Male;1 month;Siamese Mix;Blue Point
A679934;A67;67;Theo;01/06/2014 17:11;Adoption;;Cat;Neutered Male;2 months;Snowshoe Mix;Chocolate Point/White
A679935;A67;67;Corey;01/06/2014 17:34;Adoption;;Cat;Neutered Male;2 months;Snowshoe Mix;Chocolate Point/White
A679936;A67;67;Isabelle;02/06/2014 17:46;Adoption;;Cat;Spayed Female;2 months;Domestic Longhair Mix;Black/White
A679937;A67;67;Mia;03/06/2014 14:29;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black/White
A679938;A67;67;Rico;05/01/2015 16:07;Return_to_owner;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Tan/Black
A679939;A67;67;Tom;28/05/2014 18:15;Euthanasia;Suffering;Cat;Intact Male;2 years;Domestic Shorthair Mix;Orange Tabby
A679941;A67;67;;05/06/2014 14:17;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Red/White
A679943;A67;67;Suki;02/08/2014 17:00;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Blue/White
A679945;A67;67;Lulu;28/05/2014 14:43;Return_to_owner;;Dog;Spayed Female;9 years;Pit Bull/Pointer;Brown Brindle/White
A679946;A67;67;;01/06/2014 17:38;Adoption;;Dog;Neutered Male;2 months;Labrador Retriever Mix;Yellow
A679947;A67;67;Big Daddy;28/05/2014 14:44;Return_to_owner;;Dog;Neutered Male;10 years;Pit Bull/Pointer;Tan
A679948;A67;67;Lulu;13/07/2014 19:19;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Tortie
A679950;A67;67;Leonard;19/08/2014 11:04;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Cream Tabby/White
A679951;A67;67;Sheldon;07/07/2014 15:09;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;White/Orange Tabby
A679952;A67;67;Howard;08/07/2014 14:47;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Flame Point
A679954;A67;67;Ruby;09/03/2015 19:02;Adoption;;Dog;Spayed Female;1 year;Boxer Mix;Tan/White
A679955;A67;67;Rocco;04/09/2014 17:37;Adoption;;Dog;Neutered Male;11 months;Pit Bull Mix;White/Blue
A679956;A67;67;Simon;08/06/2014 16:49;Return_to_owner;;Dog;Neutered Male;1 year;Anatol Shepherd;Fawn/Black
A679958;A67;67;;30/05/2014 08:00;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Shorthair Mix;Tortie
A679960;A67;67;George;07/09/2014 12:55;Adoption;;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Black
A679961;A67;67;Grace;08/09/2014 16:23;Transfer;Partner;Cat;Spayed Female;5 months;Domestic Shorthair Mix;Black
A679963;A67;67;Greta;08/09/2014 16:23;Transfer;Partner;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Black
A679964;A67;67;Maddie;04/06/2014 15:06;Transfer;Partner;Dog;Intact Female;10 years;Cocker Spaniel;Black/White
A679965;A67;67;Melanie;28/05/2014 16:59;Transfer;Partner;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Tan/White
A679966;A67;67;Steve;13/06/2014 15:56;Adoption;;Dog;Neutered Male;3 months;Black Mouth Cur Mix;Tan/Black
A679967;A67;67;Daisy;15/11/2014 13:45;Adoption;;Dog;Spayed Female;4 years;Pit Bull;Black/White
A679969;A67;67;Slinky;12/06/2014 17:37;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A679970;A67;67;;08/06/2014 17:46;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A679971;A67;67;Elf;14/06/2014 14:17;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A679976;A67;67;Mr. Pibb;29/06/2014 16:55;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Blue Tabby/White
A679977;A67;67;Dr. Pepper;29/06/2014 16:53;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Blue/White
A679979;A67;67;Fifi;13/07/2014 19:32;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black/White
A679980;A67;67;;28/05/2014 08:00;Transfer;SCRP;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black/White
A679981;A67;67;Zelda;01/06/2014 15:02;Return_to_owner;;Dog;Spayed Female;3 years;American Bulldog Mix;White
A679982;A67;67;Loki;21/08/2014 17:38;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Tortie
A679985;A67;67;Luna;10/06/2014 11:41;Transfer;Partner;Dog;Intact Female;8 years;Pit Bull Mix;White/Tan
A679987;A67;67;Jake;28/05/2014 18:50;Return_to_owner;;Dog;Neutered Male;2 years;Border Collie Mix;Liver/White
A679989;A67;67;Paka;28/07/2014 18:39;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black
A679990;A67;67;Chui;28/07/2014 18:41;Adoption;;Cat;Neutered Male;3 months;Domestic Longhair;Black
A679997;A67;67;Miss Etta;03/06/2014 12:15;Transfer;Partner;Dog;Spayed Female;1 year;Chihuahua Shorthair/Dachshund;Brown
A679998;A67;67;Suzie;29/05/2014 12:02;Return_to_owner;;Dog;Spayed Female;2 years;Border Terrier Mix;Tan
A679999;A67;67;;29/05/2014 19:13;Transfer;SCRP;Cat;Intact Male;1 year;Domestic Medium Hair Mix;Orange Tabby/White
A680002;A68;68;Nala;26/07/2015 16:51;Return_to_owner;;Dog;Spayed Female;1 year;Pit Bull Mix;Brown/White
A680005;A68;68;;01/06/2014 18:16;Adoption;;Dog;Neutered Male;2 months;Australian Kelpie Mix;Tan/Black
A680006;A68;68;Hercules;02/06/2014 14:04;Transfer;Partner;Cat;Intact Male;1 month;Domestic Longhair Mix;Blue
